10000	0.407480	0.407480
20000	0.375124	0.391302
30000	0.392805	0.391803
40000	0.401324	0.394183
50000	0.377811	0.390909
60000	0.380309	0.389142
70000	0.386310	0.388737
80000	0.384966	0.388266
90000	0.402758	0.389876
100000	0.418719	0.392760
110000	0.401032	0.393512
120000	0.386083	0.392893
130000	0.380412	0.391933
140000	0.376102	0.390802
150000	0.389098	0.390689
160000	0.408056	0.391774
170000	0.387956	0.391550
180000	0.378968	0.390851
190000	0.378239	0.390187
200000	0.400495	0.390702
210000	0.399675	0.391130
220000	0.382864	0.390754
230000	0.406796	0.391451
240000	0.380633	0.391001
250000	0.404615	0.391545
260000	0.399882	0.391866
270000	0.390580	0.391818
280000	0.381633	0.391454
290000	0.399956	0.391748
300000	0.402448	0.392104
310000	0.406501	0.392569
320000	0.388470	0.392441
330000	0.384881	0.392212
340000	0.396597	0.392341
350000	0.395184	0.392422
360000	0.384555	0.392203
370000	0.404311	0.392530
380000	0.384387	0.392316
390000	0.399647	0.392504
400000	0.376787	0.392111
410000	0.404251	0.392407
420000	0.408683	0.392795
430000	0.375650	0.392396
440000	0.378118	0.392072
450000	0.414567	0.392571
460000	0.386650	0.392443
470000	0.378109	0.392138
480000	0.400301	0.392308
490000	0.386198	0.392183
500000	0.390000	0.392140
510000	0.380262	0.391907
520000	0.390607	0.391882
530000	0.401676	0.392066
540000	0.405565	0.392316
550000	0.390698	0.392287
560000	0.398473	0.392397
570000	0.378368	0.392151
580000	0.413226	0.392515
590000	0.380745	0.392315
600000	0.392606	0.392320
610000	0.393696	0.392343
620000	0.411001	0.392644
630000	0.373816	0.392345
640000	0.399722	0.392460
650000	0.406883	0.392682
660000	0.383146	0.392537
670000	0.381089	0.392366
680000	0.393635	0.392385
690000	0.388491	0.392329
700000	0.392315	0.392328
710000	0.366947	0.391971
720000	0.376467	0.391756
730000	0.388389	0.391710
740000	0.402518	0.391856
750000	0.382580	0.391732
760000	0.361536	0.391335
770000	0.381409	0.391206
780000	0.392441	0.391222
790000	0.405505	0.391402
800000	0.387721	0.391356
810000	0.377277	0.391183
820000	0.384551	0.391102
830000	0.387663	0.391060
840000	0.403600	0.391210
850000	0.398141	0.391291
860000	0.396216	0.391348
870000	0.403899	0.391493
880000	0.381776	0.391382
890000	0.386323	0.391325
900000	0.379099	0.391189
910000	0.395297	0.391235
920000	0.392813	0.391252
930000	0.395371	0.391296
940000	0.406355	0.391456
950000	0.400374	0.391550
960000	0.368078	0.391306
970000	0.384494	0.391235
980000	0.406353	0.391390
990000	0.383578	0.391311
1000000	0.398820	0.391386
