      1  1.04508726e+001  1.04508726e+001
      2  1.03681579e+001  1.04095153e+001
      3  1.04452979e+001  1.04214428e+001
      4  1.05501317e+001  1.04536150e+001
      5  1.05528080e+001  1.04734536e+001
      6  1.04315059e+001  1.04664623e+001
      7  1.05211945e+001  1.04742812e+001
      8  1.05318678e+001  1.04814795e+001
      9  1.04488191e+001  1.04778506e+001
     10  1.05823975e+001  1.04883053e+001
     11  1.04229484e+001  1.04823638e+001
     12  1.05291227e+001  1.04862603e+001
     13  1.05217780e+001  1.04889925e+001
     14  1.04494494e+001  1.04861680e+001
     15  1.03403227e+001  1.04764449e+001
     16  1.04891212e+001  1.04772372e+001
     17  1.05290937e+001  1.04802876e+001
     18  1.06103736e+001  1.04875146e+001
     19  1.03832744e+001  1.04820283e+001
     20  1.04162027e+001  1.04787370e+001
     21  1.05129794e+001  1.04803676e+001
     22  1.04805346e+001  1.04803752e+001
     23  1.04824101e+001  1.04804636e+001
     24  1.04575049e+001  1.04795070e+001
     25  1.05202989e+001  1.04811387e+001
     26  1.05438899e+001  1.04835522e+001
     27  1.05530084e+001  1.04861247e+001
     28  1.04966307e+001  1.04864999e+001
     29  1.04704406e+001  1.04859461e+001
     30  1.05705954e+001  1.04887678e+001
     31  1.06652793e+001  1.04944617e+001
     32  1.04235630e+001  1.04922461e+001
     33  1.04217086e+001  1.04901086e+001
     34  1.05358258e+001  1.04914532e+001
     35  1.03605696e+001  1.04877137e+001
     36  1.05192487e+001  1.04885897e+001
     37  1.04945077e+001  1.04887496e+001
     38  1.05098766e+001  1.04893056e+001
     39  1.05266423e+001  1.04902629e+001
     40  1.04535814e+001  1.04893459e+001
     41  1.04474791e+001  1.04883247e+001
     42  1.04858783e+001  1.04882665e+001
     43  1.04420599e+001  1.04871919e+001
     44  1.04737657e+001  1.04868868e+001
     45  1.04894550e+001  1.04869439e+001
     46  1.06128245e+001  1.04896804e+001
     47  1.04664405e+001  1.04891859e+001
     48  1.04977321e+001  1.04893640e+001
     49  1.06331087e+001  1.04922975e+001
     50  1.05014561e+001  1.04924807e+001
     51  1.04248386e+001  1.04911544e+001
     52  1.04730222e+001  1.04908057e+001
     53  1.05002130e+001  1.04909832e+001
     54  1.04899114e+001  1.04909633e+001
     55  1.05087495e+001  1.04912867e+001
     56  1.04918009e+001  1.04912959e+001
     57  1.04770920e+001  1.04910467e+001
     58  1.04588770e+001  1.04904921e+001
     59  1.04833656e+001  1.04903713e+001
     60  1.04198627e+001  1.04891961e+001
