      0  -2.48186717e+000  1.78684808e+000  5.68498353e+000
      0  3.09341060e+000  4.90199354e+000  -5.04798285e+000
      0  4.77766904e+000  -1.44773090e+000  -3.22060255e+000
      0  -4.94986447e+000  6.44709141e+000  -2.05774685e+000
      0  -4.66711568e+000  2.82577365e+000  -2.19450943e+000
      0  6.35960686e+000  -3.85648053e+000  -4.37212231e+000
      0  3.74027642e+000  7.49146308e-001  -1.43622101e+000
      0  6.48563217e+000  5.26965789e+000  -1.75787261e+000
      0  4.13171780e+000  -1.32832066e-002  -1.22768030e+000
      0  -3.61951690e+000  3.14014894e+000  -4.56492117e+000
      0  1.78110750e+000  -4.08756815e+000  -3.51680294e+000
      0  -5.55096269e+000  -5.71648525e+000  5.03246345e+000
      0  -2.63018700e+000  1.55572381e+000  -5.10242184e-001
      0  2.37712742e+000  6.87997174e+000  -4.95222572e+000
      0  -3.24221196e+000  1.97987617e-002  -2.56650370e+000
      0  -7.29892510e-002  -6.65295632e+000  1.59597131e+000
      0  2.72690067e+000  3.07371494e+000  9.70013463e-001
      0  -6.74144322e+000  -6.30458219e+000  6.61317284e+000
      0  -4.89030643e+000  2.61981725e+000  -6.14201839e-001
      0  -4.98046137e+000  -6.73607041e+000  -4.12479794e+000
      0  -3.57473184e+000  -6.51798941e+000  2.52097804e+000
      0  4.86466230e+000  2.80618767e+000  -8.56665783e-001
      0  3.79225797e-001  -2.95874996e+000  -2.40383609e+000
      0  2.89466592e-001  -4.57631236e+000  -6.98372863e+000
      0  5.35876413e+000  -2.70292278e+000  1.91817850e+000
      0  4.72923500e-001  1.09921042e+000  -2.50253613e+000
      0  -3.17390180e+000  1.26846202e+000  2.40052417e+000
      0  1.25601625e+000  -4.58521396e+000  1.75417035e+000
      0  2.10136314e+000  -6.18288464e+000  3.52610555e+000
      0  1.09294337e+000  -1.84586039e+000  1.97685340e+000
      0  6.25793916e+000  -5.77025661e+000  -6.74119080e+000
      0  -1.65886241e+000  -5.57052242e+000  2.15203539e+000
      0  -5.86353970e+000  -4.74135942e+000  6.24371816e-001
      0  -4.38969474e+000  1.36081393e+000  4.88707939e+000
      0  -2.13484118e+000  -5.08989490e+000  3.64796566e+000
      0  -2.37106038e+000  -2.39033979e+000  -5.83275310e+000
      0  -4.02407563e+000  2.74876183e+000  1.72428768e+000
      0  -2.33886026e+000  -3.08141244e+000  5.55907745e+000
      0  -6.50057889e+000  -4.81646761e+000  7.94095536e-001
      0  -4.80024941e+000  4.20810740e+000  2.97503106e+000
      0  -5.08462725e+000  -6.86121475e+000  -2.78345556e-002
      0  -6.93498570e+000  1.95752154e-001  -3.76749246e+000
      0  -1.55997346e+000  -5.81537618e+000  -3.29894512e+000
      0  -5.81652057e+000  2.02077946e-001  -3.46026322e+000
      0  -5.67595731e+000  -5.02753002e+000  -4.93949203e-001
      0  1.03018010e-001  -3.75911319e+000  -6.43889503e-001
      0  1.60661456e+000  -1.33022624e+000  1.49116563e-001
      0  -3.62904024e+000  4.72064488e+000  -3.73472448e+000
      0  -1.54898396e+000  -6.44337088e+000  6.13786748e+000
      0  -2.51173567e+000  8.87617271e-001  -6.41179805e+000
      0  3.84434916e+000  4.36366795e+000  5.93558355e+000
      0  -4.55125285e+000  3.20651726e+000  -5.98182320e+000
      0  1.85532271e-001  -3.73436955e+000  -7.75949755e-001
