3001	-130904.229333	1.334943
3002	-130906.375333	2.584614
3003	-130901.953333	4.943879
3004	-130902.403333	3.891015
3005	-130902.137333	3.333397
3006	-130899.991778	4.097116
3007	-130895.856571	5.229857
3008	-130893.864167	4.942126
3009	-130892.016593	4.762318
3010	-130890.619333	4.505912
3011	-130887.990545	4.835424
3012	-130885.442111	5.091622
3013	-130885.706154	4.797621
3014	-130888.299143	5.150711
3015	-130890.582356	5.305519
3016	-130892.728667	5.394726
3017	-130893.742588	5.184067
3018	-130894.916259	5.031965
3019	-130895.855895	4.874653
3020	-130895.682033	4.638295
3021	-130896.024032	4.462442
3022	-130896.835848	4.349108
3023	-130896.859043	4.174603
3024	-130896.925194	4.024760
3025	-130897.756187	3.958411
3026	-130899.007308	4.005122
3027	-130900.803975	4.241253
3028	-130902.460167	4.411525
3029	-130903.873126	4.486074
3030	-130905.210689	4.531556
3031	-130906.080323	4.473692
3032	-130907.015313	4.430517
3033	-130907.429051	4.324686
3034	-130907.487529	4.199556
3035	-130906.980076	4.115335
3036	-130907.120852	4.017278
3037	-130907.295784	3.915822
3038	-130907.515123	3.819168
3039	-130907.819658	3.734994
3040	-130908.098567	3.654605
3041	-130907.996911	3.573779
3042	-130907.823492	3.495752
3043	-130907.698574	3.420803
3044	-130907.487394	3.355970
3045	-130907.620504	3.284756
3046	-130907.881275	3.223897
3047	-130908.169021	3.170282
3048	-130908.830389	3.173967
3049	-130909.380844	3.158183
3050	-130910.371347	3.254035
3051	-130911.482863	3.375217
3052	-130912.445397	3.446382
3053	-130913.198629	3.466496
3054	-130914.000926	3.495096
3055	-130914.645491	3.493837
3056	-130915.210583	3.481663
3057	-130915.472550	3.433874
3058	-130915.731299	3.386024
3059	-130916.241435	3.368695
3060	-130916.645078	3.338361
3061	-130916.826284	3.289501
3062	-130917.135538	3.250949
3063	-130917.278011	3.203210
3064	-130917.372792	3.155634
3065	-130917.667549	3.121875
3066	-130917.988949	3.091989
3067	-130918.321353	3.065643
3068	-130918.810765	3.059936
3069	-130919.410396	3.074326
3070	-130919.920895	3.072937
3071	-130920.457371	3.076517
3072	-130920.991537	3.080503
3073	-130921.570548	3.092658
3074	-130921.904982	3.069603
3075	-130922.022240	3.032748
3076	-130921.990281	2.993470
3077	-130921.795152	2.962481
3078	-130921.587846	2.933478
3079	-130921.300219	2.913783
3080	-130920.939033	2.899860
3081	-130920.616148	2.882363
3082	-130920.444488	2.853604
3083	-130920.430305	2.819611
3084	-130920.571786	2.790271
3085	-130920.744510	2.762921
3086	-130920.894039	2.735169
3087	-130921.108253	2.713311
3088	-130921.205523	2.684950
3089	-130921.193356	2.654833
3090	-130921.233800	2.626889
3091	-130921.334352	2.600936
3092	-130921.397993	2.573664
3093	-130921.387477	2.546084
3094	-130921.494262	2.521663
3095	-130921.399432	2.499773
3096	-130921.002743	2.505348
3097	-130920.531622	2.524827
3098	-130920.080619	2.540110
3099	-130919.737825	2.538160
3100	-130919.476687	2.526864
3101	-130919.314251	2.508205
3102	-130919.161954	2.488663
3103	-130919.031307	2.468133
3104	-130918.911019	2.447591
3105	-130918.724248	2.431874
3106	-130918.413226	2.430953
3107	-130918.123857	2.425781
3108	-130917.918093	2.412580
3109	-130917.833450	2.393610
3110	-130917.735327	2.374264
3111	-130917.649544	2.354834
3112	-130917.405851	2.347191
3113	-130917.034714	2.355976
3114	-130916.670117	2.364073
3115	-130916.362099	2.363632
3116	-130916.105276	2.357369
3117	-130915.951533	2.342423
3118	-130915.839412	2.326277
3119	-130915.586689	2.321485
3120	-130915.377756	2.311966
3121	-130915.191603	2.300708
3122	-130915.064820	2.285575
3123	-130914.909160	2.272758
3124	-130914.715731	2.262859
3125	-130914.557269	2.250988
3126	-130914.350783	2.243129
3127	-130914.112283	2.238304
3128	-130913.867677	2.234626
3129	-130913.737137	2.221632
3130	-130913.671077	2.205758
3131	-130913.604585	2.190269
3132	-130913.459884	2.178832
3133	-130913.307624	2.168390
3134	-130913.099060	2.163388
3135	-130912.747383	2.175890
3136	-130912.499583	2.174339
3137	-130912.306418	2.167176
3138	-130912.072314	2.164080
3139	-130911.873453	2.158407
3140	-130911.747062	2.147982
3141	-130911.802151	2.133785
3142	-130911.872756	2.120059
3143	-130912.030364	2.111594
3144	-130912.344940	2.121224
3145	-130912.742405	2.143828
3146	-130913.104598	2.159731
3147	-130913.449438	2.172717
3148	-130913.604910	2.163937
3149	-130913.766143	2.155621
3150	-130913.880591	2.144688
3151	-130913.790044	2.133246
3152	-130913.686724	2.121837
3153	-130913.737590	2.109302
3154	-130913.858991	2.099861
3155	-130914.102095	2.101067
3156	-130914.468731	2.119425
3157	-130914.812616	2.133792
3158	-130915.137810	2.145238
3159	-130915.367820	2.144227
3160	-130915.448546	2.132636
3161	-130915.456137	2.119478
3162	-130915.450440	2.106525
3163	-130915.488446	2.094321
3164	-130915.577028	2.083511
3165	-130915.597337	2.071173
3166	-130915.611827	2.058862
3167	-130915.512683	2.049262
3168	-130915.309528	2.048362
3169	-130914.960651	2.065873
3170	-130914.514718	2.102327
3171	-130913.958546	2.163017
3172	-130913.499632	2.198987
3173	-130912.965499	2.250324
3174	-130912.599483	2.269037
3175	-130912.345970	2.270304
3176	-130912.001466	2.283866
3177	-130911.691115	2.292134
3178	-130911.471082	2.290014
3179	-130911.331803	2.281706
3180	-130911.223033	2.271779
3181	-130911.068151	2.264693
3182	-130910.984092	2.255569
3183	-130911.031370	2.243758
3184	-130910.907243	2.236058
3185	-130910.769135	2.229285
3186	-130910.778570	2.217681
