1	0.029172
2	0.032050
3	0.032549
4	0.034390
5	0.034035
6	0.034513
7	0.035019
8	0.036327
9	0.033758
10	0.037503
11	0.037486
12	0.037765
13	0.037776
14	0.038017
15	0.041397
16	0.039603
17	0.037713
18	0.040021
19	0.039364
20	0.039112
21	0.044695
22	0.043195
23	0.041654
24	0.042795
25	0.046651
26	0.044816
27	0.042209
28	0.042466
29	0.041076
30	0.043757
31	0.042676
32	0.044183
33	0.038889
34	0.045110
35	0.043766
36	0.044741
37	0.048259
38	0.042275
39	0.048461
40	0.040715
41	0.045466
42	0.037254
43	0.050278
44	0.044456
45	0.040767
46	0.044709
47	0.043228
48	0.048274
49	0.043380
50	0.039096
51	0.044774
52	0.050631
53	0.050839
54	0.042060
55	0.044024
56	0.042129
57	0.042161
58	0.047210
59	0.043920
60	0.045529
61	0.041637
62	0.044171
63	0.048857
64	0.042313
65	0.039365
66	0.038192
67	0.045981
68	0.045786
69	0.048463
70	0.045814
71	0.044961
72	0.041714
73	0.039968
74	0.042626
75	0.043931
76	0.045778
77	0.047947
78	0.051358
79	0.053015
80	0.048514
81	0.049967
82	0.050161
83	0.044605
84	0.043327
85	0.038279
86	0.040431
87	0.042410
88	0.034231
89	0.041616
90	0.044816
91	0.048916
92	0.049878
93	0.050770
94	0.054332
95	0.053944
96	0.045809
97	0.041945
98	0.034725
99	0.031662
100	0.034409
101	0.045021
102	0.047385
103	0.047335
104	0.046721
105	0.046078
106	0.050225
107	0.048932
108	0.045948
109	0.044901
110	0.049705
111	0.050448
112	0.051324
113	0.054615
114	0.057935
115	0.058377
116	0.064900
117	0.061612
118	0.060357
119	0.061072
120	0.058065
121	0.053903
122	0.052100
123	0.050131
124	0.043624
125	0.047344
126	0.044290
127	0.046998
128	0.041106
129	0.038743
130	0.036587
131	0.033481
132	0.043358
133	0.040339
134	0.045055
135	0.048661
136	0.044022
137	0.043515
138	0.039867
139	0.041492
140	0.034800
141	0.037032
142	0.038449
143	0.041581
144	0.046508
145	0.046806
146	0.041934
147	0.043193
148	0.039423
149	0.033415
150	0.037145
151	0.038935
152	0.047159
153	0.047848
154	0.050819
155	0.060245
156	0.059638
157	0.063399
158	0.060896
159	0.062757
160	0.059849
161	0.064185
162	0.055542
163	0.055250
164	0.054152
165	0.054246
166	0.052125
167	0.057582
168	0.048041
169	0.054097
170	0.050475
171	0.049506
172	0.044224
173	0.050698
174	0.051561
175	0.042741
176	0.044906
177	0.042338
178	0.050044
179	0.054351
180	0.057547
181	0.053106
182	0.053893
183	0.054634
184	0.051283
185	0.054306
186	0.047975
187	0.046480
188	0.045688
189	0.046595
190	0.042763
191	0.040675
192	0.031295
193	0.023806
194	0.025744
195	0.024142
196	0.027568
197	0.015918
198	0.014913
199	0.021363
200	0.019664
