      1  5.02440957e+000  5.02440957e+000
      2  4.93484287e+000  4.97962622e+000
      3  4.95716891e+000  4.97214045e+000
      4  5.00244324e+000  4.97971615e+000
      5  5.10216801e+000  5.00420652e+000
      6  5.08821208e+000  5.01820745e+000
      7  5.02744096e+000  5.01952652e+000
      8  4.99271533e+000  5.01617512e+000
      9  4.92954629e+000  5.00654970e+000
     10  5.08752582e+000  5.01464731e+000
     11  5.04988453e+000  5.01785069e+000
     12  5.15212533e+000  5.02904025e+000
     13  5.04879882e+000  5.03056014e+000
     14  4.85632638e+000  5.01811487e+000
     15  4.91303389e+000  5.01110947e+000
     16  4.88384250e+000  5.00315528e+000
     17  4.92225750e+000  4.99839659e+000
     18  4.99879513e+000  4.99841873e+000
     19  5.05780137e+000  5.00154413e+000
     20  4.98957270e+000  5.00094556e+000
     21  4.84535101e+000  4.99353630e+000
     22  5.26553744e+000  5.00589999e+000
     23  5.08306783e+000  5.00925511e+000
     24  4.97294109e+000  5.00774203e+000
     25  5.00386396e+000  5.00758690e+000
     26  5.12410758e+000  5.01206847e+000
     27  5.03221357e+000  5.01281458e+000
     28  4.96442610e+000  5.01108642e+000
     29  4.81942094e+000  5.00447727e+000
     30  4.88298180e+000  5.00042742e+000
     31  4.85387692e+000  4.99569998e+000
     32  5.03025570e+000  4.99677985e+000
     33  5.11121570e+000  5.00024760e+000
     34  5.23627588e+000  5.00718961e+000
     35  4.83235869e+000  5.00219444e+000
     36  4.82815254e+000  4.99735994e+000
     37  4.87524883e+000  4.99405964e+000
     38  4.99094006e+000  4.99397755e+000
     39  4.78288140e+000  4.98856483e+000
     40  4.91853063e+000  4.98681397e+000
     41  5.03776123e+000  4.98805659e+000
     42  5.10556997e+000  4.99085453e+000
     43  4.83521803e+000  4.98723507e+000
     44  4.92883188e+000  4.98590773e+000
     45  4.89922970e+000  4.98398155e+000
     46  4.87899252e+000  4.98169918e+000
     47  4.87958672e+000  4.97952657e+000
     48  5.12242009e+000  4.98250352e+000
     49  4.83065983e+000  4.97940467e+000
     50  5.06768455e+000  4.98117027e+000
     51  4.82223500e+000  4.97805389e+000
     52  5.03508741e+000  4.97915069e+000
     53  4.89453209e+000  4.97755411e+000
     54  5.01400884e+000  4.97822920e+000
     55  4.86416244e+000  4.97615526e+000
     56  5.06550953e+000  4.97775087e+000
     57  5.05854096e+000  4.97916824e+000
     58  4.99766327e+000  4.97948712e+000
     59  5.16580388e+000  4.98264503e+000
     60  5.07402741e+000  4.98416807e+000
     61  4.99423155e+000  4.98433305e+000
     62  4.86352060e+000  4.98238446e+000
     63  4.91714582e+000  4.98134892e+000
     64  5.02906117e+000  4.98209443e+000
     65  5.16085037e+000  4.98484452e+000
     66  5.00171524e+000  4.98510014e+000
     67  4.94652538e+000  4.98452439e+000
     68  5.02921735e+000  4.98518164e+000
     69  4.97207232e+000  4.98499165e+000
     70  4.84273513e+000  4.98295942e+000
     71  4.96144937e+000  4.98265646e+000
     72  4.91161922e+000  4.98166983e+000
     73  4.97146327e+000  4.98153002e+000
     74  5.05000490e+000  4.98245535e+000
     75  5.12279504e+000  4.98432655e+000
     76  5.12693706e+000  4.98620300e+000
     77  5.00878082e+000  4.98649622e+000
     78  4.95220016e+000  4.98605653e+000
     79  5.06988286e+000  4.98711762e+000
     80  5.06382768e+000  4.98807650e+000
     81  5.07483570e+000  4.98914760e+000
     82  5.03240330e+000  4.98967511e+000
     83  5.16925454e+000  4.99183871e+000
     84  5.24490804e+000  4.99485144e+000
     85  4.98206361e+000  4.99470100e+000
     86  5.02002507e+000  4.99499546e+000
     87  4.93519512e+000  4.99430810e+000
     88  4.99761689e+000  4.99434570e+000
     89  4.96037091e+000  4.99396396e+000
     90  4.92402375e+000  4.99318685e+000
     91  4.86224523e+000  4.99174793e+000
     92  4.94265536e+000  4.99121432e+000
     93  4.98002084e+000  4.99109396e+000
     94  4.92101345e+000  4.99034842e+000
     95  4.87618504e+000  4.98914670e+000
     96  4.90931864e+000  4.98831516e+000
