
1	42.280689	16.214300	57.674049	17.174438	48.997639	22.437632	
2	42.762779	15.446985	57.195915	17.726759	48.922379	21.052389	
3	43.051723	15.734876	56.966778	16.853270	49.218712	21.726162	
4	43.168846	16.893787	56.629066	17.481295	48.875286	22.062670	
5	43.652317	16.018742	56.528439	16.738909	48.863865	21.252777	
6	43.469975	16.985628	56.544422	15.539999	49.170040	21.249266	
7	43.434055	18.279343	56.691315	16.366655	48.699753	21.353237	
8	43.882050	19.718590	56.561623	16.462368	48.609379	21.068771	
9	43.751400	19.569424	56.971985	17.548452	49.034756	20.580835	
10	43.293026	18.145826	56.719315	17.147463	49.455841	20.733786	
11	43.136745	18.433359	56.571072	15.959080	49.511375	19.321939	
12	42.948410	18.394951	56.555202	15.683475	49.180763	18.760164	
13	43.238186	17.537098	56.443447	15.521531	49.569599	18.619463	
14	43.264542	17.400709	56.267574	14.978672	49.982285	17.355257	
15	43.353291	16.135592	55.839420	14.367459	49.978081	15.858756	
16	43.195118	16.191860	55.776093	13.232883	50.241028	17.069374	
17	43.175419	16.209946	56.253471	14.093331	49.819302	15.881401	
18	43.341782	16.816296	56.381104	14.194253	49.931427	14.830680	
19	43.319412	16.193506	56.028652	12.892763	49.441689	13.647997	
20	42.910641	17.416088	55.738144	13.905117	49.379990	15.109785	
21	42.706600	18.133966	55.591900	13.149562	49.765472	16.523708	
22	42.256741	18.112787	55.709480	13.890474	49.452534	16.618147	
23	41.764229	18.690845	56.197521	13.319720	49.371811	15.567059	
24	41.290829	18.484514	56.672615	12.195489	49.144653	14.776554	
25	41.323669	18.040367	56.835102	12.568650	48.888401	15.690849	
26	41.072876	17.420334	56.337357	13.102386	48.726391	16.496662	
27	41.228195	17.447035	56.244335	11.930535	48.727478	17.728224	
28	41.190594	16.681244	56.680210	10.792617	48.370132	17.232286	
29	41.590538	17.039822	57.023457	9.978828	48.853481	17.489508	
30	41.400986	16.212397	56.531219	9.400618	48.988831	17.490490	
31	41.075882	15.315921	56.451233	8.587036	49.393524	16.758512	
32	40.582848	15.174933	56.046516	8.444759	49.771461	15.679527	
33	40.560551	15.513277	56.087807	8.001551	50.151283	14.691397	
34	40.511829	15.188600	56.572033	8.366362	49.944408	13.904270	
35	40.103638	16.408228	56.073296	7.352283	49.736549	14.270672	
36	40.483582	14.909750	56.226292	7.972353	49.390354	14.022150	
37	40.398792	14.502306	56.179733	7.867600	48.911690	12.843553	
38	40.551323	15.626340	56.181873	8.445688	48.939205	12.329955	
39	40.444397	14.427186	56.409649	9.118929	49.033737	11.834970	
40	40.589855	13.649651	56.185829	8.692142	49.369373	11.106111	
41	40.831345	12.195715	55.737591	9.135827	49.172546	10.036094	
42	40.806385	13.653166	55.503483	9.705133	49.525566	11.502109	
43	40.369308	12.890194	55.431625	10.685949	49.867878	11.660218	
44	40.623299	12.013506	54.937237	11.621488	49.714596	12.254807	
45	40.366344	13.218555	54.971210	10.422762	49.517941	11.404565	
46	40.505230	12.451910	54.485718	11.646917	49.425701	10.859227	
